sentiment,title
2,One of the Best Romances I have Read
2,Underrated album
2,lo mejor del cine español
1,Well made but extremely skewed
2,Well worth watching
1,"Not one of Rinaldi's ""masterpiecies"", yet not so bad"
1,"This was not one of her best books, yet not a failure."
2,An Aquaintance With Darkness
2,Excellent!
1,A story based on a song
1,"Well, we couldn't get Yoko Kanno, so here's Yoko Ono instead"
2,Hawaii in a bottle
2,Kinuko San is back?
2,Comprehensive guide to ski touring in the Tahoe ares.
2,Do your homework
1,Una porqueria no compre
2,Math made easy
1,Average Book
1,Some one has an EGO problem.
2,Legend or the truth?
1,for this particular edition
2,A Sherlock Holmes Story Starring...Dr. WATSON!
1,Don't waste your time on this edition!
1,MISSING TEXT!!!!!!
1,Plastic limitations
2,"Great John Wayne Movie, YOOOOOOOOOOOOO!"
1,Disappointing
2,My 5 year old is obsessed!!!!!
2,"Rad! Or as they say in Dutch, heel goed!"
2,One of the most AWESOME books I've ever read !
2,practical guide to modern christian living
2,Best Unknown Artist
1,Not as good as the other album!
1,In a word...
1,No ADA seal of approval
1,I found this product for $7.99 today...
1,"Holds #1, not #2"
2,cool!
2,Marlon Brando
1,Horrible!
2,"Well made, but depressing."
1,Useless
2,Another great book in the series
2,The single creepiest film of the year !!!
1,VERY BAD MOVIE
1,Awful Waste of Money!
1,movie was a waste of money
1,"trash, i wish I could give it no stars!!!!!!"
1,over rated
2,This book is great!
2,"Presto, chango, Magic is fun...WE'RE DEAD!"
2,Creepy old Anthony Hopkins film
1,harassing bears?
2,THE best book for AP spanish!
2,"great lil printer, BUT"
2,good printer
2,A quiet workhorse!
1,"Great printer, unless you're using Vista"
1,1020 printer stopped working after few months
2,Excellent Entry Level Laser Printer
2,Great Read - Suspenseful
2,classic
1,WHAT!!!
2,A classic!
1,Design flaw prevents easy installation
2,Love old recipes
1,I want to like this.
1,"Shame on you, Mr Coffee!"
2,Great gift
2,Mr. Coffee Warmer
1,Mr Coffee mug warmer
1,"Warm, not hot"
2,Very nice product
1,Doesn't keep coffee warm
1,Mr. Coffee Mug Warmer
2,"Good heat, limited space"
2,Works pretty well for regular sized mugs
2,Works Well Keeping Coffee Warm
2,Awesome!!!!
1,Mr. Coffee Mug Warmer / Disappointed
1,Worthless Piece of Crap!
1,Not happy with this one!
1,Doesn't keep coffee hot
1,Disappointed
1,disappointment
1,What a rip off!
2,westmoreland glassware review
1,DISAPPOINTING
1,Not what you think.........
1,truly boring
2,Highly Recommended...
1,Holes drilled incorrectly
1,Stats Class Workbook
1,Too bad Galbraith isn't much of an economist.
1,smallville season 9-amazon (beware of DVD wrong region number)
2,justice league done right finally
2,Smallville Season 9 Rocks!!!
2,smallville so far
1,smallville season 9
2,mesmerizing marlene
2,Why in the world did they choose full screen ?
1,Pan and Scan? No thanks!
1,Blu ray wouldn't play
2,Love this movie
2,Good DVD
1,Why Is This Not Letterboxed?
2,"Fullness, Balance, and Challenge"
1,NOT for introductory food
2,"Not my favorite diapers, but still great"
2,auto delivery
1,Does not keep your baby dry
2,good diaper
2,Great diapers
1,THEY LEAK - Use SWADDLERS!!!
1,Leaks at the kid's belly
2,best diapers ever!
2,Best Diapers Ever
2,i loved this item
2,Best for the price
2,"Good price, no wetness strip"
1,Weren't So Great.
1,New and Improved with Sagging Technology
1,Stick with the Pampers Swaddlers!
1,Horrible Diapers
2,Best for the Price
1,no
1,"""Baby Dry"" but Covered with Poop"
1,Quality dropped in the last 6 months
1,Worst Ever!!
1,There is a reason for cheaper price
2,The softest diapers out there with the best fit ever!
2,the best but only this time
2,"Swaddlers are better, but..."
2,Keeps baby dry and no diaper rash!
1,Not as good as Huggies Snug & Dry
2,Best fit for my baby
1,Fall Apart
1,Leaky and expensive
2,best for the $$$
1,Incomplete Shipment
1,Buy swaddlers not BABY DRY
2,Great diapers!
1,horrible diapers ever
2,Maybe this will help...
2,These are great diapers!
1,No Good
1,Baby Dry = Leaks!
1,Pampers Baby Dry - not recommended
2,Gr8 Product
1,Not dependable
2,Best value
2,Best Diapers
1,Good
2,"Good Diapers, Subscribe and Save rules!"
1,Not as good as Cruisers
2,Pampers Size 4 Economy Pack
2,Best diapers for us
2,Best Diapers at a great price
1,Gave a rash
1,Not my favorite
1,Terrible Smell and Horrible Rash
2,Great deal..
2,Gr8 product & Gr8 deal from Amazon
2,awesome! I save a lot of money
2,Good diaper
1,Pampers
2,great
1,Not absorbant enough
1,Leak with breastfeed poop up the back!
2,Great for the price!
1,Not what the name implies!
1,Not good for night times
1,hyped!
2,Book Review
1,Rip Off
1,A Mistake
1,Shameful
1,Did I watch the same movie???
1,.... HYBRID CD is a joke !!
2,Power Off Solution?
1,bad power suplly
1,Does not adhere (peels off)
2,It Sticks!
2,Love this stuff
2,Shoe Goo
2,Beginning with Audrey growing up during WWII brought integrity.
2,What kind of person could have done this...
1,"General Overview of Bizarre Cases, too obtuse for crime scholars."
2,Fascinating Read
2,Why doesn't Clay get played anymore!!!
2,My wife loves it
1,POOR QUALITY
1,Really BAD
1,SKIPPING CD'S
2,"If you're a ""difficult"" size/in a time crunch"
2,"In the rain or in the snow, got the got the funky flow."
2,easy to understand guide
1,Not pleased
2,BibleMan a great Video
1,There's a reason this was only on TV
2,excellent healthy eating book
2,11 x 14 Windsor Newton canvas pack
1,Received just one canvas
2,Philip K. Dick would be proud!
1,Defective Machine - Don't buy!
2,Ian Richardson version of The Hound of the Baskervilles
2,Supreme Coltrane
2,wow!
2,Five stars?
2,Spirituality in sound supreme
2,Silicone Case for Palm Treo 755p
1,Phone Cover
2,Luck of the Irish
2,Crazy and totally wonderful
1,Disappointed
2,Great 80's Concept Album !
1,Complete Failure
2,anything KMFDM
1,Don't buy this book!
1,Valeo WW2 2-lb wrist weights
1,Valeo wrist weights
2,lite up
1,I haven't received my items
2,Have fun with your baby!
1,Dissapointed
1,Buy a different guidebook
1,Very disappointing
1,Another spin on socializing costs/risks and privatizing profits
2,brill
1,"I Hate to Disagree, But..."
1,A great disappointment
1,Chekov's Play is like a Half-Eaten Apple...
1,Author needs to take grade school writing lessons
2,Jane is a girl with spunk!
2,"One of the most disturbing ""war movies"" ever made."
2,Twentieth Century Pleasures: Prose on Poetry
1,"Swimming against the tide, but..."
1,Ho-hum
2,Amazing soundtrack
1,spirit of christmas
2,The Bible Made Easy
1,Absurd Plot
2,A fine read
2,Better than The Templar Legacy or The Amber Room
2,Very entertaining
1,A few minutes of horror
2,"A hair to the right, and maybe too soon"
2,Great Collection - Ready for more!!!
2,Changed my life
1,"Stale, refund requested, but never received"
2,THE Ultimate Food for your Lories
2,Do Fish Sleep
2,TiVo
2,Busy little bee!
1,"If you liked getting scammed by Comcast's ""You don't have to do a thing when Digital arrives"" then you'll love the Series2"
1,TiVo TCD49080 Series2
2,"Original shipment not complete, but great service fixed it!"
1,A perfect waiste of money
1,Return
1,Not up to par
2,Zane Grey
1,Good to see that fans are keeping the place clean
1,*Thumbs Down*
1,Judge a Book by Results
2,The GUIDE for serious players.
1,Resie This!
1,What the fascination?
1,Not for chevy s10 pickup
1,Incorrect parts in package
2,One of the Best Buffy Eps
2,Phenomenal Video!
1,"A Huge Dissapointment, Not a Complete Guide"
1,Publisher?
2,A good reference for basic techniques
1,Mixed Up
2,A True Romance - One of Garwood's Best
1,Killing your dog
2,Wonderful
2,Wanting to be a bombshell!
1,For beginners...
1,Horrible!
2,"Good series, bad doll"
2,Great for AP
1,"Old Program, Poor Tutoring"
1,waste of paper and money!
1,pointless documentary
2,Sterling Silver Hoop Charm Peace Sign Earrings
1,Disappointed
2,A woman's transformation/ a professor's redemption
1,soundtrack
2,Most Useful
2,A full range of emotions....
1,Horrible book...
2,Poignant and beautiful
2,How to tickle your funny bone.
2,Kai Hansen strikes again
2,What! What! No Limits on the rise again!
1,EXPECTS TO MUCH FROM THE READER.. NOT GOOD FOR BEGINERS
2,Rockin' Scandinavians
1,Horrible ending
2,An Excellent Edition of Sesame and Lilies
2,Outstanding
2,"If you are a entrepreneur, you must read this book"
2,Anecdotes help illustrate the practical and important ideas
1,ATTENTION HISTORY LOVERS
2,This highly surprising telling....
2,"Well-written, thought-provoking, British mystery."
2,Give Tey a try.
2,Mystery for history buffs (or a history for mystery buffs)
2,"A ""big"" short read"
1,poor quality
1,Ripped off.
1,Very disappointed
1,Paper feed nightmare
1,yes total waste of money
1,DO NOT PURCHASE
1,"Paper jams, bloated driver, shutdowns"
1,"Yes, the paper does not feed correctly!"
1,Who Framed Roger Rabbit
1,no
1,Idk
2,Took My Breath Away
2,Five stars aint nothin'. I'd Give it 10000 If I could
2,Hooked on the Brothers!
1,One of the worst movies ever made!
2,A misunderstood and fun film.
1,Could have been better!
2,"good, Its GOOOOOOOOOOOOOOOD!!(Jim Carrey voice)"
1,flawed concept
2,Pity the Fool who Don't Buy This
1,Rosemary's Baby
2,I loved everything about this movie
2,A Face Only A Mother Could Love !!
2,Michael sings the classics
2,Unbelieveable video and interesting stories
1,Wish I had read the reviews ...
1,Disappointed
1,FIRMWARE FIXED IT
1,Does not work.
2,"Good CD Player, but third-rate headphones."
2,"Detailed, but not to much."
2,A SEA AND SURVIVAL STORY OF EPIC PROPORTIONS
2,Riveting Story of Survival (and Death) at Sea
2,Inside the Whalers
2,great historical account of good and bad leadership
2,What a wonderful Story
2,In the Heart of the Sea: The Tragedy of the Whaleship Essex.
2,The sinking of the whale ship Essex
2,How does this novel stack up with the Penguin Version?
2,An Exciting Tale of Survival
2,Poetry with a knack for memorable imagery.
1,Not the real thing
2,A sports world comedy sporting two wonderful stars
1,Yuck
1,Still a Mystery
2,Great book
2,Works great! love it!
2,TiVo wireless adapter
2,Tivo Wireless Adapter
2,Great Buy
2,TiVo wireless adaptor
2,Works as it should
2,Tivo wireless adapter
1,not too compatible with iMac
1,wasted my money
2,Wireless is the way to go!
2,Works.
2,It works
2,Real Plug and Play
2,It works
2,Great product!
2,Works perfectly and a great price.
2,Great price and works perfect
2,Tivo Wirelss G
2,Works with my Pioneer DVR-810H
1,Died 12/29/09 purchased 3/2007
2,Great product and easy to use!
2,"I like Hardy, but I loved the Mayor"
2,I liked this book.
1,Dubious creation
2,Hard questions....Real Answers
1,Snooz-a-pa-looza
1,horrible!!!
1,Worst.movie.ever.
1,What a waste!
1,Dissapointed...
1,Difficult Read
1,An Insult to the English Language
1,Don't waste your money - buy 3rd edition used.
1,Great for Novices who want to stay that way
1,Expected more...
2,High Energy Performance
2,"Didn't quite live up to expectations, but still enjoyable"
1,Useless for Home theatre or TV show.
2,Wonderful Techniques!
2,Solid overall
2,Excellent Service
2,"Well made, but runs a little small"
1,used to be good
1,Wrong size
2,Works as Advertised
1,Dumping it down the drain
1,"Original poem not used, images were of modern players"
1,This seems like an excuse to get Hester back on the battlefield.
1,maya
2,A Lesson in Human Tragedy
1,Of Mice and Men! More like Manly Mice!
2,Read this book!!
2,A Simple Story That Says So Much
2,"Lexi A.W., student of Maces Lane Middle School the best book I have ever read"
2,Of mice and men - Izzy G
2,Great piece of american literature.
2,Review for Of Mice and Men
2,Astonishing! A Masterpiece! Bravo!
2,"""of mice and men "" by: Ruben from Tx"
1,don't read this book
2,Of Mice and Men
2,Of Mice And Men
2,OF Mice and Men
2,Wow
2,awesome!
1,dont read this book!
2,You must read this book!
2,Winning The Affiliate Game
1,Lukewarm at Best
1,Overrated
2,"Pretty good, but not all new to me"
1,save your money!
2,Wonderful!! Watch it twice or you are missing out!
2,Another must-have-DVD from Sandler
1,Schizophrenic product
1,The First Fifty Sandler Movies...
2,alot like life - funny & tragic
2,Fall in Love for the First Time Everyday!
1,perfume
1,"Stay Away From Passport - Large ""PIP"" Logo On Screen"
2,Cookwear 4 qt. 3 piece
2,so did you read the DNA report?
2,I like it alot - from an non-latin
2,Topper is Tops!
1,No Thanks-But Barbie is Cool!
2,Vanessa's Harmonium: A Work Of Art
2,Amazing CD!!!
2,Harmonium: The Second Coming of Vanessa Carlton
2,So much fun and versatile
2,perfect
1,BAD!! Don't buy IT
2,A very informative book
2,Plenty of Emotion
2,Awesome
2,Hot! Hot! Hot!! This Man Is a Superstar In the Making!
1,Why won't amazon post my review
1,Yawn.....
1,schmalz
2,If you love Clay aiken you will Love this CD
1,Talent without good songs.
1,california
2,He is the Measure of a man.
2,good but could be great
1,Measure of a Man's bad Material
1,marketing machine-wolf wearing sheep skin
1,"Great voice, lousy material"
1,"Great Singer, Wrong Material"
2,Changed my life
2,"5 stars for the voice, 3 for the songs"
2,CLAY FAN
2,I Love It.
1,I'm sorry
1,Crawling under a rock to spare my ears the agony.....
2,Measure Of A Man CD Is The Best
2,The Real American Idol
2,Superb!
2,CLAY FAN FROM MIAMI
1,Clay is Invisible on this CD!!!
2,YAY
2,EXCELLENT!!!!!! 5 stars plus!!!!
2,Well Done
2,amazing!
1,nothing out of the ordinary
1,When a good voice meets bad music
2,Listen to it again!
1,It hurts
2,Eventually Measures Up ...
2,Fresh Sound
1,Not a five star rating
1,Disappointed but still a fan.
